Freq(Hz),Re(V1),Im(V1),Re(V2),Im(V2),Re(V3),Im(V3),Re(V4),Im(V4),Re(V5),Im(V5),Re(L1_I),Im(L1_I),Re(V1_I),Im(V1_I),Re(E1_I),Im(E1_I)
2.0244465099768036,2.0,0.0001695996616629324,-2.7582052706876414e-23,0.00016959966166293238,1.9333333333333336,0.00016959966166293244,10.0,-0.0,22.0,-0.00016959966166293236,0.013333335490636396,2.1684050466568626e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.0668802496290826,2.0,0.00017315458408504627,2.81601911853849e-23,0.0001731545840850463,1.9333333333333336,0.00017315458408504627,10.0,-0.0,22.0,-0.00017315458408504632,0.013333335582021221,-2.168405076380756e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.1102034285685956,2.0,0.00017678402011177645,1.437522392704654e-23,0.00017678402011177648,1.9333333333333336,0.00017678402011177654,10.0,-0.0,22.0,-0.0001767840201117765,0.013333335677277174,-1.0842025536818868e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.154434690031884,2.0,0.00018048953160251926,1.0273576851959735e-22,0.0001804895316025193,1.9333333333333336,0.00018048953160251926,10.0,-0.0,22.0,-0.00018048953160251931,0.013333335776568232,-7.589417988807388e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.1995930680300746,2.0,0.00018427271315459275,1.4984168556949615e-23,0.00018427271315459275,1.9333333333333336,0.00018427271315459278,10.0,-0.0,22.0,-0.00018427271315459275,0.013333335880065326,-1.0842025866613964e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.2456979955397744,2.0,0.00018813519278946517,2.0397662535423863e-23,0.00018813519278946517,1.9333333333333336,0.00018813519278946525,10.0,-0.0,22.0,-0.00018813519278946517,0.01333333598794663,-1.4456034722748955e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.2927693128656492,2.0,0.00019207863265336867,3.644411995513555e-23,0.00019207863265336867,1.9333333333333336,0.00019207863265336875,10.0,-0.0,22.0,-0.00019207863265336867,0.013333336100397861,-2.529806119153029e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.340827276178293,2.0,0.0001961047297326002,3.1892583000647344e-23,0.0001961047297326002,1.9333333333333336,0.0001961047297326002,10.0,-0.0,22.0,-0.0001961047297326002,0.013333336217612606,-2.168405283113663e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.3898925662310497,2.0,0.00020021521658381607,6.512214651947665e-23,0.0002002152165838161,1.9333333333333336,0.00020021521658381602,10.0,-0.0,22.0,-0.00020021521658381613,0.013333336339792643,-4.336810645708062e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.43998629725955,2.0,0.00020441186207963673,3.8784171481675294e-23,0.00020441186207963675,1.9333333333333336,0.00020441186207963673,10.0,-0.0,22.0,-0.00020441186207963678,0.013333336467148316,-2.5298062583241345e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.491130026067789,2.0,0.00020869647216988056,3.959711419140309e-23,0.00020869647216988056,1.9333333333333336,0.00020869647216988058,10.0,-0.0,22.0,-0.00020869647216988056,0.013333336599898864,-2.529806308699098e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.543345761304649,2.0,0.00021307089065875572,8.085419353874283e-23,0.00021307089065875575,1.9333333333333336,0.00021307089065875572,10.0,-0.0,22.0,-0.00021307089065875578,0.013333336738272817,-5.05961272241596e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.596655972934871,2.0,0.00021753699999834484,5.30671839245421e-23,0.00021753699999834484,1.9333333333333336,0.00021753699999834493,10.0,-0.0,22.0,-0.00021753699999834484,0.013333336882508385,-3.252608249067225e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.6510836019085384,2.0,0.00022209672209872302,6.019945385351519e-23,0.00022209672209872302,1.9333333333333336,0.00022209672209872302,10.0,-0.0,22.0,-0.00022209672209872302,0.013333337032853873,-3.6140092471327244e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.7066520700332415,2.0,0.00022675201915505855,3.6876765432915117e-23,0.00022675201915505855,1.9333333333333336,0.00022675201915505863,10.0,-0.0,22.0,-0.00022675201915505855,0.0133333371895681,-2.1684055992526207e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.7633852900531704,2.0,0.0002315048944920532,1.0039927408699054e-22,0.0002315048944920532,1.9333333333333336,0.0002315048944920532,10.0,-0.0,22.0,-0.0002315048944920532,0.013333337352920853,-5.782415073026291e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.821307675939472,2.0,0.00023635739342608422,1.4734908597834216e-22,0.00023635739342608427,1.9333333333333336,0.00023635739342608427,10.0,-0.0,22.0,-0.00023635739342608433,0.013333337523193342,-8.312221879776633e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.8804441533962963,2.0,0.0002413116041454204,9.811149418415783e-23,0.0002413116041454204,1.9333333333333336,0.00024131160414542043,10.0,-0.0,22.0,-0.0002413116041454204,0.013333337700678693,-5.421014413742092e-21,-0.013333333333333332,0.0,-0.02,-0.0
2.940820170587063,2.0,0.0002463696586088902,2.0033595772362098e-23,0.0002463696586088902,1.9333333333333336,0.00024636965860889027,10.0,-0.0,22.0,-0.0002463696586088902,0.013333337885682448,-1.0842029128356493e-21,-0.013333333333333332,0.0,-0.02,-0.0
3.002461709085549,2.0,0.00025153373346339047,1.15903244865321e-22,0.00025153373346339047,1.9333333333333336,0.0002515337334633904,10.0,-0.0,22.0,-0.00025153373346339047,0.013333338078523093,-6.14381668378525e-21,-0.013333333333333332,0.0,-0.02,-0.0
3.0653952950565273,2.0,0.00025680605098062873,9.048967904218802e-23,0.00025680605098062873,1.9333333333333336,0.00025680605098062873,10.0,-0.0,22.0,-0.00025680605098062873,0.013333338279532604,-4.698212899846488e-21,-0.013333333333333332,0.0,-0.02,-0.0
3.129648010670752,2.0,0.00026218888001350445,6.395981922716808e-23,0.00026218888001350445,1.9333333333333336,0.00026218888001350445,10.0,-0.0,22.0,-0.00026218888001350445,0.013333338489057019,-3.252609032888064e-21,-0.013333333333333332,0.0,-0.02,-0.0
3.195247505759212,2.0,0.00026768453697253937,1.5236774358956953e-22,0.00026768453697253937,1.9333333333333336,0.0002676845369725393,10.0,-0.0,22.0,-0.00026768453697253937,0.013333338707457038,-7.589421325368177e-21,-0.013333333333333332,0.0,-0.02,-0.0
3.262222009711669,2.0,0.0002732953868227791,6.666920473772372e-23,0.0002732953868227791,1.9333333333333336,0.00027329538682277916,10.0,-0.0,22.0,-0.0002732953868227791,0.013333338935108633,-3.2526092505127097e-21,-0.013333333333333332,0.0,-0.02,-0.0
3.330600343624589,2.0,0.00027902384410159357,-9.075551712963268e-23,0.00027902384410159357,1.9333333333333336,0.00027902384410159357,10.0,-0.0,22.0,-0.00027902384410159357,0.013333339172403714,4.336812488382518e-21,-0.013333333333333332,0.0,-0.02,-0.0
3.400411932703707,2.0,0.00028487237395781565,1.7759414793591766e-22,0.0002848723739578156,1.9333333333333336,0.0002848723739578156,10.0,-0.0,22.0,-0.00028487237395781554,0.01333333941975078,-8.312224244466995e-21,-0.013333333333333332,0.0,-0.02,-0.0
3.4716868189265613,2.0,0.00029084349321266607,1.7343331347962803e-22,0.00029084349321266607,1.9333333333333336,0.00029084349321266596,10.0,-0.0,22.0,-0.00029084349321266607,0.01333333967757565,-7.950823497847587e-21,-0.013333333333333332,0.0,-0.02,-0.0
3.5444556739704347,2.0,0.0002969397714429192,-6.438858099420902e-23,0.0002969397714429192,1.9333333333333336,0.00029693977144291934,10.0,-0.0,22.0,-0.0002969397714429192,0.013333339946322159,2.891208661222127e-21,-0.013333333333333332,0.0,-0.02,-0.0
3.6187498124112794,2.0,0.0003031638320867804,8.217276382385932e-23,0.0003031638320867804,1.9333333333333336,0.0003031638320867804,10.0,-0.0,22.0,-0.0003031638320867804,0.01333334022645297,-3.614010978386952e-21,-0.013333333333333332,0.0,-0.02,-0.0
3.6946012051993025,2.0,0.0003095183535729452,3.3558065220679414e-22,0.00030951835357294523,1.9333333333333336,0.0003095183535729452,10.0,-0.0,22.0,-0.0003095183535729453,0.013333340518450318,-1.445604454671646e-20,-0.013333333333333332,0.0,-0.02,-0.0
3.7720424934169983,2.0,0.0003160060704733335,1.8843806331691112e-22,0.0003160060704733335,1.9333333333333336,0.0003160060704733334,10.0,-0.0,22.0,-0.0003160060704733335,0.013333340822816888,-7.95082486368864e-21,-0.013333333333333332,0.0,-0.02,-0.0
3.8511070023255707,2.0,0.0003226297746799897,-5.246941611360973e-23,0.0003226297746799897,1.9333333333333336,0.00032262977467998976,10.0,-0.0,22.0,-0.0003226297746799897,0.013333341140076645,2.168406884198167e-21,-0.013333333333333332,0.0,-0.02,-0.0
3.9318287557057694,2.0,0.00032939231660665877,-1.6070763745036357e-22,0.0003293923166066588,1.9333333333333336,0.0003293923166066589,10.0,-0.0,22.0,-0.0003293923166066589,0.013333341470775752,6.5052209752849155e-21,-0.013333333333333332,0.0,-0.02,-0.0
4.014242490499321,2.0,0.00033629660641555566,1.093841229684719e-22,0.00033629660641555566,1.9333333333333336,0.00033629660641555566,10.0,-0.0,22.0,-0.00033629660641555566,0.013333341815483516,-4.33681420776316e-21,-0.013333333333333332,0.0,-0.02,-0.0
4.0983836717572615,2.0,0.0003433456152698548,1.4890252353419199e-22,0.0003433456152698548,1.9333333333333336,0.0003433456152698549,10.0,-0.0,22.0,-0.0003433456152698548,0.013333342174793355,-5.782419255336021e-21,-0.013333333333333332,0.0,-0.02,-0.0
4.184288507901582,2.0,0.00035054237661244123,1.140177206903447e-22,0.00035054237661244123,1.9333333333333336,0.00035054237661244123,10.0,-0.0,22.0,-0.00035054237661244123,0.013333342549323817,-4.336814685142225e-21,-0.013333333333333332,0.0,-0.02,-0.0
4.271993966306779,2.0,0.0003578899874714734,1.746114216710889e-22,0.0003578899874714735,1.9333333333333336,0.00035788998747147353,10.0,-0.0,22.0,-0.00035788998747147353,0.013333342939719666,-6.5052224086548325e-21,-0.013333333333333332,0.0,-0.02,-0.0
4.361537789208005,2.0,0.0003653916097933212,1.5846346986417133e-22,0.0003653916097933212,1.9333333333333336,0.0003653916097933212,10.0,-0.0,22.0,-0.0003653916097933212,0.013333343346652971,-5.7824202717629345e-21,-0.013333333333333332,0.0,-0.02,-0.0
4.452958509942655,2.0,0.00037305047180345014,3.033468364453353e-22,0.0003730504718034502,1.9333333333333336,0.00037305047180345014,10.0,-0.0,22.0,-0.00037305047180345025,0.01333334377082427,-1.0842038699387199e-20,-0.013333333333333332,0.0,-0.02,-0.0
4.546295469532399,2.0,0.00038086986939584464,2.0647013839039517e-22,0.0003808698693958447,1.9333333333333336,0.00038086986939584475,10.0,-0.0,22.0,-0.00038086986939584475,0.01333334421296378,-7.228026278960466e-21,-0.013333333333333332,0.0,-0.02,-0.0
4.641588833612778,2.0,0.0003888531675515617,1.6863832304799602e-22,0.0003888531675515617,1.9333333333333336,0.0003888531675515616,10.0,-0.0,22.0,-0.0003888531675515617,0.01333334467383265,-5.782421422908729e-21,-0.013333333333333332,0.0,-0.02,-0.0
4.738879609717653,2.0,0.0003970038017870313,3.013029361927016e-22,0.0003970038017870313,1.9333333333333336,0.0003970038017870313,10.0,-0.0,22.0,-0.0003970038017870313,0.013333345154224269,-1.0119238219269202e-20,-0.013333333333333332,0.0,-0.02,-0.0
4.838209664925956,2.0,0.0004053252796327271,3.955094593658092e-22,0.00040532527963272713,1.9333333333333336,0.0004053252796327271,10.0,-0.0,22.0,-0.0004053252796327272,0.013333345654965637,-1.301045011629007e-20,-0.013333333333333332,0.0,-0.02,-0.0
4.9396217438783205,2.0,0.00041382118214284224,3.140663798199397e-22,0.0004138211821428423,1.9333333333333336,0.00041382118214284224,10.0,-0.0,22.0,-0.00041382118214284235,0.013333346176918788,-1.0119239771601305e-20,-0.013333333333333332,0.0,-0.02,-0.0
5.04315948717136,2.0,0.0004224951654366246,2.0613178627524605e-22,0.0004224951654366245,1.9333333333333336,0.0004224951654366245,10.0,-0.0,22.0,-0.00042249516543662447,0.01333334672098227,-6.5052260983458325e-21,-0.013333333333333332,0.0,-0.02,-0.0
5.148867450137494,2.0,0.00043135096227203175,9.353442797348996e-23,0.00043135096227203175,1.9333333333333336,0.0004313509622720318,10.0,-0.0,22.0,-0.00043135096227203175,0.013333347288092696,-2.891211845210009e-21,-0.013333333333333332,0.0,-0.02,-0.0
5.256791122018422,2.0,0.0004403923836523899,3.8197991999906633e-22,0.00044039238365238987,1.9333333333333336,0.0004403923836523898,10.0,-0.0,22.0,-0.0004403923836523898,0.013333347879226352,-1.156484840629456e-20,-0.013333333333333332,0.0,-0.02,-0.0
5.3669769455404746,2.0,0.0004496233204667417,3.8998650815477875e-22,0.00044962332046674175,1.9333333333333336,0.0004496233204667417,10.0,-0.0,22.0,-0.0004496233204667418,0.013333348495400882,-1.1564849475188175e-20,-0.013333333333333332,0.0,-0.02,-0.0
5.479472336900287,2.0,0.00045904774516459916,3.2350574913756877e-22,0.00045904774516459916,1.9333333333333336,0.00045904774516459905,10.0,-0.0,22.0,-0.00045904774516459916,0.013333349137677043,-9.396441103855814e-21,-0.013333333333333332,0.0,-0.02,-0.0
5.5943257061693785,2.0,0.00046866971346581465,0.0,0.0004686697134658147,1.9333333333333336,0.00046866971346581465,10.0,-0.0,22.0,-0.00046866971346581476,0.013333349807160522,0.0,-0.013333333333333332,0.0,-0.02,-0.0
5.711586478126432,2.0,0.0004784933661063162,1.8157447531330775e-22,0.0004784933661063162,1.9333333333333336,0.00047849336610631624,10.0,-0.0,22.0,-0.0004784933661063162,0.013333350505003843,-5.059623170567803e-21,-0.013333333333333332,0.0,-0.02,-0.0
5.831305113526222,2.0,0.0004885229306204521,2.3834625017233194e-22,0.0004885229306204521,1.9333333333333336,0.0004885229306204524,10.0,-0.0,22.0,-0.0004885229306204521,0.013333351232408357,-6.505230500519163e-21,-0.013333333333333332,0.0,-0.02,-0.0
5.953533130814368,2.0,0.0004987627231607212,3.514942500478173e-22,0.0004987627231607213,1.9333333333333336,0.0004987627231607213,10.0,-0.0,22.0,-0.0004987627231607214,0.013333351990626295,-9.39644512498692e-21,-0.013333333333333332,0.0,-0.02,-0.0
6.07832312829723,2.0,0.0005092171503556671,5.520951459519602e-22,0.0005092171503556671,1.9333333333333336,0.0005092171503556671,10.0,-0.0,22.0,-0.0005092171503556671,0.013333352780962954,-1.4456071136828692e-20,-0.013333333333333332,0.0,-0.02,-0.0
6.205728806776502,2.0,0.0005198907112067402,3.9456724686448977e-22,0.0005198907112067403,1.9333333333333336,0.0005198907112067402,10.0,-0.0,22.0,-0.0005198907112067404,0.013333353604778901,-1.0119251046238206e-20,-0.013333333333333332,0.0,-0.02,-0.0
6.335804992658251,2.0,0.0005307879990249509,6.042565343569212e-22,0.0005307879990249509,1.9333333333333336,0.0005307879990249508,10.0,-0.0,22.0,-0.0005307879990249509,0.013333354463492358,-1.5178878524500235e-20,-0.013333333333333332,0.0,-0.02,-0.0
6.468607661546326,2.0,0.0005419137034081401,8.813174776424694e-23,0.0005419137034081401,1.9333333333333336,0.00054191370340814,10.0,-0.0,22.0,-0.0005419137034081401,0.013333355358581614,-2.1684115089235334e-21,-0.013333333333333332,0.0,-0.02,-0.0
6.604193962330304,2.0,0.0005532726122597293,-2.099511403738067e-22,0.0005532726122597292,1.9333333333333336,0.0005532726122597293,10.0,-0.0,22.0,-0.0005532726122597291,0.01333335629158758,5.059627562253072e-21,-0.013333333333333332,0.0,-0.02,-0.0
6.742622241778342,2.0,0.0005648696138498162,3.9808207510946434e-22,0.0005648696138498162,1.9333333333333336,0.0005648696138498162,10.0,-0.0,22.0,-0.0005648696138498162,0.01333335726411645,-9.396452557787117e-21,-0.013333333333333332,0.0,-0.02,-0.0
6.883952069645498,2.0,0.0005767096989195084,1.2505421564816221e-21,0.0005767096989195084,1.9333333333333336,0.0005767096989195083,10.0,-0.0,22.0,-0.0005767096989195084,0.013333358277842447,-2.891216611261183e-20,-0.013333333333333332,0.0,-0.02,-0.0
7.028244264308349,2.0,0.0005887979628294007,-3.191886376721527e-23,0.0005887979628294007,1.9333333333333336,0.0005887979628294007,10.0,-0.0,22.0,-0.0005887979628294007,0.013333359334510722,7.228042673797186e-22,-0.013333333333333332,0.0,-0.02,-0.0
7.1755609189369265,2.0,0.0006011396077531286,1.629395483790742e-22,0.0006011396077531286,1.9333333333333336,0.0006011396077531287,10.0,-0.0,22.0,-0.0006011396077531286,0.013333360435940361,-3.614021933985985e-21,-0.013333333333333332,0.0,-0.02,-0.0
7.3259654282152304,2.0,0.0006137399449169395,0.0,0.0006137399449169395,1.9333333333333336,0.0006137399449169395,10.0,-0.0,22.0,-0.0006137399449169395,0.013333361584027495,0.0,-0.013333333333333332,0.0,-0.02,-0.0
7.479522515621821,2.0,0.0006266043968862529,0.0,0.0006266043968862529,1.9333333333333336,0.000626604396886253,10.0,-0.0,22.0,-0.0006266043968862529,0.01333336278074858,0.0,-0.013333333333333332,0.0,-0.02,-0.0
7.636298261282244,2.0,0.0006397384999001979,2.774429872692037e-22,0.0006397384999001979,1.9333333333333336,0.000639738499900198,10.0,-0.0,22.0,-0.0006397384999001979,0.013333364028163807,-5.782438210141501e-21,-0.013333333333333332,0.0,-0.02,-0.0
7.796360130405233,2.0,0.0006531479062551318,9.914045094824687e-22,0.0006531479062551318,1.9333333333333336,0.0006531479062551319,10.0,-0.0,22.0,-0.0006531479062551318,0.013333365328420633,-2.0238537682780106e-20,-0.013333333333333332,0.0,-0.02,-0.0
7.959777002314984,2.0,0.0006668383867381754,5.783915487952484e-22,0.0006668383867381754,1.9333333333333336,0.0006668383867381756,10.0,-0.0,22.0,-0.0006668383867381754,0.013333366683757484,-1.156488102701476e-20,-0.013333333333333332,0.0,-0.02,-0.0
8.126619200091946,2.0,0.0006808158331118145,1.033401501768013e-21,0.0006808158331118145,1.9333333333333336,0.0006808158331118143,10.0,-0.0,22.0,-0.0006808158331118145,0.013333368096507611,-2.0238546086065706e-20,-0.013333333333333332,0.0,-0.02,-0.0
8.296958520834906,2.0,0.0006950862606506393,1.2811473393083614e-21,0.0006950862606506393,1.9333333333333336,0.0006950862606506395,10.0,-0.0,22.0,-0.0006950862606506393,0.013333369569103104,-2.4575382818647292e-20,-0.013333333333333332,0.0,-0.02,-0.0
