Address,Sale Price,Build Year,Approx Build Year,School Rating,Walk Score,Commute Time (min),Crime Risk,Affordability
"126, Attwell Private, Kanata, Kanata North, Ottawa, Eastern Ontario, Ontario, K2K 0H9, Canada",771266,,1992,8.2,78,25.9,Low,Expensive
